customer_id,first_name,last_name,username,email,gender,birthdate,device_type,device_id,device_version,home_location_lat,home_location_long,home_location,home_country,first_join_date
22543,Cahyono,Adriansyah,0654a669-dd78-43d3-9021-bf955922b27c,0654a669_dd78_43d3_9021_bf955922b27c@startupcampus.id,M,2002-12-03,Android,9822a912-ead3-4a16-a954-de2fdf110a54,Android 1.0,-6.4782079657302205,108.2233479704079,Jawa Barat,Indonesia,2021-02-14
91045,Mahesa,Adriansyah,5a857b58-674d-4fc5-aaa8-fe2af571ccfd,5a857b58_674d_4fc5_aaa8_fe2af571ccfd@zakyfoundation.org,M,1988-12-31,Android,6731f97b-a1d0-4e28-9caf-7b2c1bed338a,Android 1.0,0.43319722526904236,111.90902359687732,Kalimantan Barat,Indonesia,2020-10-26
54083,Ghaliyati,Agustina,7ecb6b8c-9981-48f6-8085-29f6a71a1491,7ecb6b8c_9981_48f6_8085_29f6a71a1491@zakyfoundation.org,F,1997-12-08,Android,56427823-868c-4b43-948a-12bac680207c,Android 1.0,-6.7901888584508949,107.14420281273225,Jawa Barat,Indonesia,2020-11-29
95811,Hafshah,Agustina,f6565fa2-f650-4921-9d4d-9f0a34a6f56b,f6565fa2_f650_4921_9d4d_9f0a34a6f56b@startupcampus.id,F,1994-08-14,Android,1dae4689-c0f1-4284-bd61-732e0ccde57a,Android 1.0,-6.1950919601346159,106.94711474182985,Jakarta Raya,Indonesia,2021-06-26
2298,Shania,Agustina,01b6967b-7a92-41e1-a548-278e7440b7b5,01b6967b_7a92_41e1_a548_278e7440b7b5@zakyfoundation.org,F,1999-12-02,Android,40522595-5812-4046-8b57-73ee516fd3f6,Android 1.0,-7.5907609786464336,111.09181028168362,Jawa Tengah,Indonesia,2017-05-14
137,Ajeng,Agustina,88e1cb6f-28e6-48cf-a62d-f1e38a5eb9b9,88e1cb6f_28e6_48cf_a62d_f1e38a5eb9b9@zakyfoundation.org,F,2003-08-06,Android,065da16f-3a3d-4144-8690-6e9c2f7dbf57,Android 1.0,-7.095665818178551,111.11120604977852,Jawa Tengah,Indonesia,2016-08-28
6376,Jessica,Agustina,13bf612b-08c3-4786-be6c-cd0eff07b5be,13bf612b_08c3_4786_be6c_cd0eff07b5be@zakyfoundation.org,F,1982-06-04,Android,2f995516-dd04-46e7-a245-71f3b8c5d625,Android 1.0,-3.1445121136866048,130.0841256050083,Maluku,Indonesia,2020-10-10
94275,Nabila,Agustina,47fb58fc-ee63-4581-bbb1-34d67982790b,47fb58fc_ee63_4581_bbb1_34d67982790b@startupcampus.id,F,1990-05-05,Android,1349b0d7-bbd1-48fa-b4b2-b9a138e85779,Android 1.0,-8.5880492694797717,118.97260485892869,Nusa Tenggara Barat,Indonesia,2022-05-01
1063,Calista,Agustina,0595f7fc-43dd-489d-b81e-a12daaff6be8,0595f7fc_43dd_489d_b81e_a12daaff6be8@startupcampus.id,F,1993-12-11,Android,94104a4f-960c-4519-9b70-05de0c9d0eb7,Android 1.0,-6.2673048157027784,106.80382866928856,Jakarta Raya,Indonesia,2021-12-19
71661,Yessi,Agustina,380a508d-9df8-4c7e-9166-dbd5292a1554,380a508d_9df8_4c7e_9166_dbd5292a1554@startupcampus.id,F,2005-03-01,Android,06229b74-ad5f-48bf-9969-8bb3ee88860a,Android 1.0,-7.4471366843239881,110.48585683161707,Jawa Tengah,Indonesia,2016-08-10
70705,Sadina,Agustina,06deaf7e-4d9e-40ff-9562-8e5afe4b38ee,06deaf7e_4d9e_40ff_9562_8e5afe4b38ee@startupcampus.id,F,1992-09-23,Android,a6df532c-8b8f-4c3e-888f-0845187f597e,Android 1.0,-7.4954603549601035,110.11886812699767,Jawa Tengah,Indonesia,2018-07-31
54375,Siska,Agustina,847f8427-e6be-47c3-be37-8c11061684fa,847f8427_e6be_47c3_be37_8c11061684fa@startupcampus.id,F,1985-09-01,Android,fab671fd-50d6-496d-8686-304d6a8cdfb9,Android 1.0,-7.9789887555965961,110.75414805098556,Yogyakarta,Indonesia,2018-04-28
